feature_1,feature_2,feature_3,feature_4,feature_5,target
3.6524,3.3209,4.5249,4.6632,4.0417,-3.2067
3.8298,3.5691,3.4624,4.0179,2.1405,-1.4648
5.2943,1.1452,2.4005,0.8513,1.3391,2.2217
3.9423,4.0197,2.4119,1.2939,3.0159,0.1346
3.0779,1.7054,4.9807,6.073,4.4878,-1.0403
3.5686,0.4194,1.4509,5.9538,0.6964,1.1272
5.4927,5.0159,0.0395,4.004,3.8213,-3.0448
3.2363,3.3871,4.7446,5.58,4.7699,-3.6765
2.8788,2.8463,5.4176,0.0723,5.3866,-0.7925
1.4644,2.1097,4.2955,3.6751,3.6069,-0.1158
1.9455,4.2072,2.8086,2.5322,4.7833,0.2306
2.1103,4.5973,2.634,4.0554,5.9113,-0.2064
3.0954,2.086,4.3218,1.8582,5.3892,0.6277
2.468,6.2697,1.7614,4.0651,5.5535,-0.3495
5.8276,3.4428,2.4606,0.8478,0.716,1.903
2.8342,4.776,4.4973,2.4141,1.4089,0.1641
4.199,5.7969,5.9513,5.9587,4.6359,-3.1483
2.0037,4.8957,2.112,1.9619,5.8405,1.2702
4.0609,1.5747,2.0614,5.4391,3.5587,0.4524
4.0563,5.2402,4.0317,0.158,1.3618,-0.954
0.8449,0.1773,3.7733,3.6309,0.9182,0.0564
4.7153,0.3336,2.1007,3.4003,2.35,0.6346
5.4821,3.3361,4.6402,0.1736,3.2524,-2.5426
2.0668,0.7247,3.3649,4.9635,0.5544,0.575
3.5515,5.1274,4.9514,3.6155,2.8203,-2.6575
3.8929,3.8106,2.6157,2.489,0.5514,-0.0258
1.2863,0.9896,2.0677,6.0345,2.62,3.2006
1.9666,2.3983,4.5281,0.5407,1.0973,2.3905
4.1864,1.614,5.3964,3.6643,1.3022,-0.1012
0.2876,6.0212,1.1693,0.4783,1.6598,1.9607
3.8099,2.103,3.0649,1.7129,3.8509,0.6524
3.0881,0.745,0.1892,5.032,5.3438,-0.3211
2.3071,1.1588,2.4668,0.3594,1.411,3.5191
0.9643,1.7478,5.233,5.8647,0.7422,2.0701
1.4537,4.8891,0.3218,0.796,1.6833,2.1868
3.9112,1.1753,5.2681,1.3972,3.6708,0.0104
0.4367,2.1971,5.1539,4.7054,1.4476,0.4887
5.7884,4.7137,3.5095,1.1397,3.2524,-1.2835
3.8558,5.725,2.1089,1.5292,3.6041,0.4704
1.8672,5.8872,1.3748,1.2481,3.6314,1.9113
3.5633,5.9662,1.7984,4.6003,0.6478,0.0759
0.7609,5.7184,2.2502,0.7262,5.0332,0.9431
0.9471,4.1351,1.4601,2.3878,5.4721,0.7445
4.8826,4.4015,1.7065,1.4963,5.0338,-0.0484
6.0677,4.1945,2.0043,1.5437,0.0918,1.3533
0.2102,5.0963,5.7152,5.6938,2.3035,-1.0488
3.5408,1.2941,3.0777,5.7974,0.0554,0.364
2.6553,4.526,2.5854,4.352,6.1744,-1.4894
3.1269,4.1707,5.8984,5.3272,1.7245,-0.7097
3.4076,1.5518,1.0624,2.7586,6.0665,1.7696
5.6638,2.0351,4.4775,1.7264,4.8992,-0.8287
2.5272,5.6996,1.7809,0.2322,1.7729,1.8155
3.2714,5.3868,5.1328,4.838,6.2607,-2.9302
5.0573,0.5082,0.195,3.7108,2.0564,-0.1775
5.5137,0.1514,4.7888,5.7138,2.7269,-1.7651
0.9472,0.9781,0.8329,3.4256,4.1893,1.1269
2.0265,5.5958,4.8031,6.2296,4.9543,-1.7586
0.1409,6.2537,4.745,5.3073,2.688,-1.0278
0.4136,4.4942,1.6839,2.3293,6.2212,0.9477
3.3753,4.7108,1.9289,3.6758,2.7592,-0.3873
3.7581,6.2063,2.2346,2.0523,1.5405,2.1975
0.1376,3.0583,4.403,3.1761,1.8115,0.3514
1.4751,0.128,2.538,1.6089,5.6262,2.0255
0.1411,6.042,2.6141,2.2178,3.21,0.8302
4.2833,5.3269,3.9364,2.1268,2.0469,-1.1967
4.2511,4.8034,2.2615,2.7181,3.1975,-0.7183
4.1369,4.4292,1.0403,1.5096,4.7418,-0.477
0.6864,5.5359,0.2538,1.6307,1.0174,1.7507
3.1496,3.5776,1.7873,3.4237,0.498,0.6931
3.3258,5.3831,2.1223,0.7107,4.4643,-0.521
4.8843,5.0873,3.0463,3.3213,4.422,-3.1383
4.7684,4.2013,3.2499,1.7348,2.3455,-0.4841
6.1794,4.095,2.0998,2.9803,4.5584,-0.6463
5.3287,4.556,2.2345,2.0737,6.1057,-0.9589
1.9171,0.2437,4.2067,4.4456,0.8279,-0.1004
5.6134,2.598,5.724,3.0974,0.3017,-0.1742
3.0588,0.808,2.8214,0.2144,4.8804,0.6623
4.1183,0.7385,4.7862,4.9323,0.7342,-1.5507
5.1605,1.8364,1.204,0.9702,0.7093,1.8521
0.589,1.2793,4.1013,2.6132,0.2892,1.5676
5.1844,4.8046,5.823,5.4053,2.1561,-2.435
4.3104,5.4265,2.0069,3.0467,6.09,-0.4172
3.3088,2.8244,1.7448,4.4874,2.5668,1.0457
0.4393,2.6882,0.6482,0.5686,4.243,1.4078
4.2467,0.6292,1.2259,2.4588,1.4263,2.2339
0.7149,4.9775,5.5862,1.2242,2.8376,0.4043
3.9352,6.1073,5.873,2.6367,0.8022,-0.8534
1.8666,3.5078,4.0668,0.6837,2.8032,1.1505
0.3185,0.0428,2.1019,1.7004,5.3336,2.0044
0.8186,4.2497,0.5229,4.4436,3.7069,-1.391
3.9191,1.9192,4.0571,5.9082,6.1353,-0.7205
3.4426,0.6354,0.5288,2.1423,4.0182,0.3791
3.7056,5.3065,4.5907,1.3548,6.0709,-1.2751
2.2601,3.9286,2.9701,1.8834,1.4982,1.7366
5.3457,5.6922,1.2452,3.4466,0.4114,-0.5007
2.9418,6.1869,2.6449,2.5811,3.1144,1.2758
1.0055,2.5895,6.1596,5.3461,1.8685,1.4159
4.7503,0.3053,5.4995,2.2935,0.6873,0.1527
4.7035,0.5725,3.1156,1.8189,5.7541,0.3166
2.2602,1.4443,5.9877,3.8195,5.4969,0.6648
4.0108,4.067,3.3605,4.484,3.4464,-3.1595
0.2595,5.9337,0.4844,0.4713,1.3912,1.5638
4.232,0.4298,1.9249,3.682,4.2156,-0.9024
2.294,5.4181,4.0782,2.9776,5.1556,-1.3145
0.1849,0.6982,4.3651,4.1608,2.2104,0.321
2.1053,2.0823,1.8624,2.1515,0.3248,3.7793
2.2607,5.8459,6.2491,4.6003,1.1534,-0.1216
3.2547,0.8854,1.8278,2.5236,2.0375,3.1537
2.3962,0.6947,0.248,4.5701,1.9624,1.8916
4.1634,2.5579,0.7607,5.8789,3.9749,-1.033
5.9419,4.6291,3.0572,5.3292,4.6335,-3.6487
3.6692,2.3073,1.6859,5.0209,5.2602,-0.6091
5.7109,4.1081,0.6492,5.118,5.1211,-2.3919
1.8397,0.3996,4.5753,2.9364,2.1357,1.2935
4.6785,5.8528,4.9205,1.5823,6.2569,-1.6387
3.6538,1.7412,4.8888,3.4012,2.9753,-0.8566
5.8143,1.7878,2.596,6.1413,2.0341,1.9943
4.4605,1.2179,3.117,4.7862,3.6887,-1.799
3.96,5.6819,5.564,4.9089,0.4569,-2.7137
3.0967,6.085,3.7769,0.1085,4.7028,-1.3122
1.9565,5.676,0.5839,3.0865,6.221,0.6067
0.7556,0.9127,4.3006,3.444,0.1712,0.6347
1.518,2.6554,0.4729,1.9738,2.3958,3.861
1.2629,0.6739,5.3876,0.9973,1.1106,2.5645
5.5133,3.1561,2.0275,5.7862,0.2026,0.1689
2.1043,2.6014,4.678,3.7395,0.8575,0.5917
0.8716,5.6857,5.9408,5.8936,3.6016,-0.9856
4.613,5.9218,4.3475,5.7329,2.8873,-2.7419
4.2386,4.1371,4.0123,3.6552,5.9603,-3.2317
3.1095,2.9928,1.4752,5.4212,0.0949,0.5852
4.2713,4.5903,2.0946,0.9475,2.9167,0.5149
4.3001,2.7742,1.0894,1.5807,4.899,0.5144
4.6303,5.815,3.7346,2.8298,2.7963,-1.6227
5.5817,2.6725,4.0805,2.7296,3.1696,-0.2629
4.0673,5.4134,1.9749,3.1174,1.6707,0.7855
4.6388,3.2729,1.5973,6.1595,4.7273,-1.1244
0.9765,2.2195,3.967,3.9837,4.552,-0.4962
2.3169,2.9926,2.2865,0.6181,0.7164,3.2893
3.0902,4.0049,1.2017,5.9925,3.7378,-0.2592
6.0931,3.84,4.9377,2.9922,1.0003,-1.0632
0.2018,2.757,6.181,4.2961,4.156,-1.3009
2.7503,1.4529,5.6326,5.8996,4.7897,-0.6112
5.502,4.0515,0.0361,1.3973,6.2285,-0.2695
5.5635,2.8006,0.3411,6.0386,5.8069,-0.707
5.9393,3.7851,4.3114,5.3427,4.5232,-3.7739
1.8281,1.2893,6.1029,6.1117,4.8903,0.4624
0.4159,0.6388,1.8612,4.6844,2.9103,0.9133
2.4516,2.754,1.4727,1.7157,2.8275,3.4134
3.2252,5.9453,5.228,4.1939,6.0385,-2.3884
0.3283,3.8532,4.278,1.0607,5.7628,-0.6923
3.4697,2.0039,5.8915,3.541,3.235,-0.4808
3.4874,1.8143,3.2752,1.3309,2.5566,1.8228
3.6356,3.6492,3.7517,0.3861,3.9958,-2.1242
3.0929,4.9729,4.1889,2.6939,1.2236,0.0122
3.2607,4.5398,4.1336,4.474,3.6156,-3.0564
5.5752,0.9977,5.0192,2.6974,2.4792,0.2208
5.3662,1.6132,4.4635,0.5633,2.0343,0.4269
0.3561,3.3101,0.7815,3.4703,3.6364,-0.2905
2.5552,2.6175,2.5107,4.4505,1.385,1.556
1.7794,0.0946,2.561,4.6745,2.9743,1.1328
4.714,0.7758,4.9054,1.5402,4.5667,-0.8432
3.1487,4.7758,5.0988,1.1366,4.5509,-2.2952
2.106,0.7214,2.1725,0.4171,5.7405,2.8935
2.111,0.2216,3.3664,5.9796,3.2963,0.6234
5.442,6.2734,0.4191,2.1713,4.7598,-0.4381
3.8862,2.7066,5.4749,6.033,2.3642,-0.9081
0.5787,4.8635,1.2026,5.6569,4.8063,-1.0969
3.86,4.2671,2.9596,3.1043,0.8096,-0.3673
5.2465,2.8319,1.0657,4.4332,2.3336,0.2555
3.604,2.9176,5.6341,3.0261,1.8268,0.6431
3.7045,3.4411,1.161,2.8237,4.3532,-0.4722
5.5946,3.3992,3.1374,2.7039,1.3116,0.3222
6.0209,1.6944,1.4001,0.051,4.6736,0.32
0.4342,2.6254,1.4773,3.5956,2.5941,2.7977
1.4114,6.1903,3.7266,0.4337,1.4128,1.9467
4.1438,5.7502,3.8119,5.6992,1.5781,-1.6142
3.3811,2.7634,0.4031,0.5779,1.0502,2.1757
4.2883,4.6671,4.3759,3.7411,4.1073,-4.5423
0.8267,3.6481,2.5943,3.0175,4.7054,-0.2949
1.7527,5.9291,1.0088,0.2446,1.1043,3.0204
5.3525,3.1504,0.0193,0.5539,4.1407,-1.3114
1.5772,3.1846,6.1624,1.3644,4.0487,1.2022
6.0423,2.5162,3.2614,0.1583,2.1681,1.0259
3.3779,1.5243,3.6982,2.1577,0.3916,1.4486
2.2661,5.1261,1.7525,1.4633,3.1417,1.7247
5.8046,5.0656,5.0382,4.0393,3.7273,-3.19
3.0279,2.2236,4.1749,0.8607,5.2238,0.0214
0.8713,5.5632,4.6737,1.7626,4.8574,-1.0573
1.7275,4.4082,0.5252,0.4916,4.4785,0.3275
2.9887,1.0267,5.19,1.3729,3.8272,0.704
5.6596,2.2169,6.132,0.4416,3.8059,-0.3118
0.8321,1.2189,2.901,2.9018,5.4888,1.2415
5.6513,5.7806,5.0751,3.5288,1.8205,-1.8912
0.1259,2.9295,0.0352,1.2349,4.1003,1.0316
1.2047,4.1121,4.2959,2.577,4.3052,-1.1145
5.06,5.7906,4.1489,3.1374,2.4665,-2.0411
1.5453,4.4981,3.9341,1.4751,6.0658,-0.4901
4.043,5.2708,0.4344,1.0056,6.0006,-0.9824
2.2634,1.7039,6.1199,1.7094,4.3809,1.2415
1.6942,4.0838,3.4688,2.6726,2.334,1.2218
3.7236,5.1203,5.4757,2.5104,4.601,-1.8735
5.6521,2.8208,0.4536,5.6957,3.2053,-0.4856
3.4375,5.3408,4.8963,3.4978,1.9766,-1.9776
0.9491,0.8649,4.8536,6.2287,5.3795,-0.3418
4.3693,3.2582,0.3006,5.6164,5.3194,-1.9296
5.9414,2.6398,3.7318,2.9388,2.0327,1.3537
5.3672,5.3869,2.8825,6.0276,4.5685,-2.3341
3.084,5.7333,3.2244,5.9939,4.7119,-1.8593
3.5017,6.1303,3.168,6.066,3.3414,-1.5429
5.8881,3.6535,1.4667,1.3297,1.269,2.6291
1.7859,4.9958,0.7579,1.191,5.0964,0.8227
3.933,3.2259,1.0392,5.1736,1.9033,-0.2859
1.9538,3.619,5.3281,1.4784,1.1189,1.342
4.7535,0.6881,6.1657,2.4785,4.1055,-1.1247
5.6749,3.3063,2.8456,4.3475,4.7832,-2.387
5.8184,1.1973,3.3875,0.5597,3.0654,0.4237
1.1067,0.2776,5.3749,2.5984,1.4562,1.77
1.4073,2.3407,0.0982,5.237,0.4852,1.4148
4.168,4.0036,0.1486,1.6485,3.2518,-0.6986
4.4088,2.5075,4.6767,5.2022,1.617,-1.776
0.9449,2.8856,4.0458,0.9302,5.4363,-0.0178
2.6484,1.5063,4.1643,5.552,3.6973,-0.8624
2.3501,5.8704,0.0687,0.1733,3.3116,0.0767
5.2811,5.3291,1.7981,4.0783,1.721,-0.3325
2.2195,3.395,2.0501,0.3824,0.9404,2.962
0.927,1.105,3.0238,3.7676,0.196,1.0087
2.8191,4.6623,2.4262,1.1659,0.8197,2.1507
5.2079,0.2804,5.0848,3.9742,4.8446,-3.0087
3.4167,4.7486,0.3776,1.0424,3.3825,-0.7979
1.2625,5.809,4.7525,5.7588,3.3228,-0.7586
5.0187,3.4142,2.7629,0.9588,5.3594,-0.8342
5.7891,6.1481,0.5545,2.0658,5.5653,0.7061
0.6206,0.2446,5.046,2.2343,4.1068,0.0954
0.215,5.9813,5.9458,2.8789,4.6512,-0.7811
1.6386,5.2658,5.8186,2.5564,1.5581,0.8449
4.6049,2.3921,4.5555,3.5349,4.747,-2.738
3.2353,2.3002,0.9513,4.859,2.8014,0.4932
5.0329,4.4637,1.6087,3.3666,6.2129,-1.2059
3.8373,2.5983,2.467,3.6425,2.055,1.0198
4.6758,2.2604,0.631,2.343,0.6721,1.4665
5.6094,5.2852,0.6215,2.6865,3.2512,-0.4832
1.8686,2.9634,0.7752,5.1102,2.7691,1.1407
4.7549,1.5579,3.5227,5.4951,5.1331,-1.5735
1.8233,4.0394,3.5723,4.3223,3.2027,-1.9196
2.8994,2.4938,2.4316,5.2467,5.2087,-0.1492
5.8603,4.9713,0.8694,0.184,1.4393,0.6996
3.1713,5.1484,5.7607,0.3412,1.9648,-0.1728
1.6451,5.2421,4.4489,5.8243,3.019,-0.7496
5.8674,4.642,5.8055,0.2909,2.5019,-0.8893
4.807,5.0455,0.8046,1.2833,0.2526,-0.2464
4.3479,4.0805,3.3897,5.2774,3.0485,-2.6804
4.1841,4.2268,4.2598,1.5046,4.5396,-2.8048
1.1967,4.9512,5.0242,4.9773,3.3202,-1.8304
2.3699,2.7869,0.1756,3.7189,5.0245,-0.0482
1.0744,2.2924,4.7674,3.0921,4.8603,-0.1096
3.1858,0.3459,3.1251,0.2668,4.8027,-0.6298
4.0588,1.2232,0.9787,5.7386,5.0933,-0.5865
0.6187,0.4021,3.0506,6.1143,3.52,0.4069
2.3133,5.6594,3.1423,1.0636,4.0591,0.5104
4.5472,4.8102,5.6079,4.531,0.6235,-2.5978
2.6591,4.427,0.784,3.5454,0.1861,-0.0092
1.9056,0.1729,4.5906,3.9446,0.6321,0.1636
5.2965,3.1724,4.2667,3.78,3.9124,-3.1209
4.9803,6.2649,1.1886,3.3433,4.6257,-1.2341
5.5845,2.529,1.2665,2.9281,1.4167,2.3311
2.3906,2.1641,5.2346,3.8399,0.0866,0.0455
3.0347,4.1338,2.344,0.0824,2.3035,1.0072
0.401,3.2327,0.6675,0.1514,6.0038,0.2963
0.5003,5.71,3.4099,5.6698,0.1592,-0.7944
2.2224,2.0769,0.1671,5.2591,2.8097,1.2724
5.0749,1.5696,5.5288,5.2695,1.5082,-0.6214
1.157,6.2493,3.3708,6.1115,1.4109,1.7008
2.1832,2.8021,2.1956,1.8599,2.7524,2.9228
3.454,4.1856,0.9263,1.1668,1.0555,1.4194
4.4853,5.2048,5.9707,0.3908,5.0741,-2.3126
5.0774,4.1962,4.2705,3.4294,4.685,-4.2015
0.5048,1.9033,3.5361,3.8441,0.1923,0.9745
0.3283,4.0524,0.7391,6.2314,0.8353,1.0475
5.009,0.7978,2.8357,0.4509,4.7553,-0.1645
3.1995,0.2965,2.9314,5.97,6.2723,-0.0491
2.2734,1.3152,1.1262,3.4247,3.8069,1.9178
1.732,1.8557,5.3693,3.2402,4.6066,-0.0646
3.8486,2.7147,4.2813,1.3688,4.2534,-0.8787
4.0347,4.3388,0.0362,2.2908,1.5865,-0.2819
2.905,4.972,1.49,3.2775,1.8921,0.7979
1.5118,4.0629,3.7646,2.3081,3.1545,0.3625
3.0306,2.2027,5.3718,2.2017,5.0518,-0.1732
4.4633,3.0016,1.7437,6.0666,4.6607,-1.0716
1.5131,5.4396,1.44,1.313,5.4254,1.2146
0.8677,2.3103,4.2202,2.6974,3.399,0.4831
4.9908,4.3333,1.1374,2.7783,5.0094,-1.7646
2.5617,0.2075,4.5507,5.7727,1.3491,0.075
4.1538,0.1682,3.7964,1.2906,2.3164,0.8028
4.1692,3.3141,2.4346,3.665,5.999,-0.5562
0.9629,2.134,2.1566,5.0702,2.6679,2.0814
2.042,3.197,3.3088,1.8626,5.5203,0.8067
0.7561,4.4144,0.4381,5.5455,5.5768,-1.3901
3.2773,4.9698,2.8304,3.6367,2.9618,-1.4232
5.1852,2.0929,3.4161,5.2389,5.1958,-2.5397
0.0437,1.3049,1.0551,2.5474,3.2678,2.6413
0.365,3.5008,0.421,0.1856,2.865,1.1216
4.5731,5.0427,4.6842,4.32,3.6732,-4.2616
4.2517,5.3447,5.5804,5.6295,1.9273,-1.8349
1.6011,3.6694,4.0389,5.4428,5.7967,-1.345
0.9884,4.5982,0.8358,1.6184,1.9215,2.2941
2.0589,5.4131,0.6271,1.7928,1.6508,3.1955
4.2031,5.1491,4.9815,2.7979,5.5908,-3.1323
0.6169,0.6384,1.7464,3.4193,4.6856,1.3561
3.2107,3.3367,6.1759,1.0867,6.2451,0.59
3.4261,3.2178,3.3054,2.9742,0.5753,0.1071
2.2228,5.7683,4.3703,2.5099,0.5229,0.5391
4.1974,6.0183,3.6864,0.4425,0.1203,-0.8923
3.2279,2.2113,5.6136,0.1397,3.0657,0.3576
2.0157,1.7474,3.2393,3.6757,1.28,1.9398
5.0759,1.7875,2.5656,5.2257,4.6412,-0.9436
0.7346,1.8324,4.1045,5.2335,6.2137,-0.2103
5.8681,0.1461,0.2794,1.7024,5.3544,0.5127
2.0458,3.3299,4.0144,1.3228,5.4493,0.3064
4.1402,1.3607,6.0867,1.3266,3.3836,0.6047
5.9429,0.7566,4.4867,3.851,0.0268,-1.0325
4.7597,3.261,5.5209,5.574,2.1536,-1.3104
5.8514,3.8861,0.2761,2.4088,3.8175,-0.6028
5.853,5.1178,4.6645,0.4288,2.0837,-1.1963
5.7463,4.7187,5.6752,1.3194,0.2333,-1.1421
5.9386,1.0276,4.1764,6.1287,2.4366,0.4605
0.6263,2.2725,0.3851,2.3821,3.2956,2.4435
1.3485,0.8491,4.7389,0.2632,2.8674,1.3096
3.2683,4.446,2.7883,2.9171,0.3313,0.2214
0.9996,2.266,1.0492,4.0882,6.1181,1.1198
2.1866,4.548,1.5411,6.2805,6.0937,0.3046
1.3794,3.6372,4.7968,5.266,5.3121,-2.7506
1.7697,3.9212,0.3226,3.1811,2.3702,1.0217
3.1756,1.2267,3.7328,1.0375,5.8951,0.8002
2.984,1.5392,2.9978,2.5228,2.1339,2.6451
4.9322,4.5827,1.5522,1.6256,4.5887,-0.4434
6.0585,3.2727,5.2372,3.6102,2.7744,-1.5186
3.0058,5.5937,1.5903,2.5586,2.6539,1.1144
4.6467,5.1913,0.4166,0.6231,4.2167,-2.1751
2.8884,3.4813,4.5574,3.8762,5.4426,-2.698
1.3715,1.0867,5.927,3.0115,0.7446,2.2255
3.8897,5.8616,5.1738,3.5254,1.8478,-1.7539
1.2903,0.0795,0.0832,5.3523,4.5592,-0.6021
0.9976,2.3886,1.1222,1.604,3.1754,3.8882
6.0136,0.4412,3.3289,3.7894,1.0428,-0.1606
1.4143,3.6476,0.6398,5.7594,3.2704,-0.2086
4.0648,6.0092,0.9872,4.112,3.4148,-1.0605
1.3343,3.8405,2.7835,5.5748,6.0369,-0.3949
6.2634,1.3955,2.8778,1.6066,4.4204,0.8592
4.1106,4.5514,3.6935,1.3512,2.6343,-0.9424
2.036,3.1595,0.8565,3.5732,0.453,1.2823
4.8971,4.3141,4.1993,1.979,0.279,-1.3703
3.2036,4.5056,3.2945,4.7593,4.8365,-3.3003
5.4736,4.704,4.5838,5.6102,4.4562,-4.574
2.4919,4.9388,3.263,0.97,1.4815,1.4361
5.899,5.5552,4.4646,1.2291,1.679,-0.3016
5.8494,3.2985,3.2194,5.819,0.1856,-0.8128
5.1697,2.2878,5.9102,5.8994,5.6843,-0.7862
3.9346,3.9766,3.9664,0.269,3.898,-3.49
5.1361,4.2206,1.922,4.986,2.798,-1.4341
3.6346,4.682,4.5171,5.3572,4.8389,-4.45
5.1786,1.7243,3.4125,2.6032,0.8184,1.0899
0.3865,3.4,1.4308,4.8159,1.7551,1.0543
0.4348,1.1754,0.7818,4.1693,4.1076,0.3265
6.0252,0.0061,2.0366,0.2324,4.0155,-0.0528
4.153,5.9835,3.082,5.7557,5.1827,-2.7358
4.5481,3.6326,1.014,1.0498,3.8802,0.1918
4.6973,6.0702,1.5581,1.0642,3.9631,0.4447
0.6888,4.065,3.5413,5.8554,0.6215,-0.6901
1.1835,5.7998,5.6884,3.9746,5.8376,-1.5195
4.1797,2.899,0.6396,2.6359,3.4622,-0.0815
1.9093,3.8193,4.7586,0.303,1.5723,1.0587
1.436,0.4238,2.0731,1.9002,3.7405,2.9609
2.7781,4.175,2.3703,4.0615,2.145,-0.0521
5.8718,0.4736,3.7742,2.3994,3.8346,-0.4429
3.317,2.7119,5.1486,0.6128,3.244,-0.2539
0.0146,4.1854,3.8026,5.1084,0.2182,-2.2987
5.3887,1.5837,5.1289,4.722,3.9211,-2.6351
4.6678,4.0395,3.8304,2.5918,1.4588,-1.2788
3.0998,2.037,0.7445,4.8926,1.6043,1.853
5.9433,1.6459,1.7749,4.7721,0.4911,1.0024
2.4282,0.4635,2.7402,5.2038,1.2699,1.3952
2.3399,5.5609,3.3772,2.0354,1.5367,2.1211
1.1362,6.169,1.6477,4.3846,4.3385,0.577
4.0091,2.2455,1.5859,6.0526,5.3147,0.2948
3.094,1.0059,5.4687,0.8819,6.1298,0.3232
5.2684,3.7391,3.2412,3.2123,3.2706,-1.8577
5.0553,1.9601,6.2072,5.5031,0.6796,-0.3177
3.6831,5.0137,0.7366,4.3492,4.6665,-2.6518
0.3063,4.8485,2.6461,3.6666,3.7843,-1.609
1.2526,0.6296,6.0224,0.3576,0.2416,2.3297
1.6842,0.0968,0.2642,2.4793,3.4313,1.7568
2.6956,1.5249,1.0289,3.544,0.1212,2.1862
2.1268,3.8903,5.4773,5.3899,2.6176,-0.7766
3.3,5.3042,0.2583,2.928,0.9407,0.6805
0.7858,3.9956,2.8044,2.5524,5.8858,0.5726
4.2916,3.9514,4.9928,2.8388,0.9602,-1.7694
3.3985,4.079,1.7825,3.06,2.4338,0.975
1.9295,5.8249,1.2524,1.2638,5.6513,1.4865
1.0884,4.5968,1.4431,4.6247,3.6742,-0.7143
0.512,5.938,2.976,2.2807,3.1538,1.1901
1.9139,3.5148,1.1395,1.7557,0.0157,2.4895
3.8927,1.5563,5.6451,2.2578,2.761,0.9533
1.7794,4.8917,0.5924,1.747,1.8222,2.5135
2.9644,2.5824,3.4788,2.5293,5.509,0.6887
2.7207,0.4909,5.4268,6.2587,5.928,-0.4891
3.8156,6.2519,0.0785,4.6715,6.0277,-1.3896
3.9118,1.1238,2.2887,1.428,5.9611,1.7442
1.3051,1.4267,1.4715,5.9438,0.3806,3.0816
0.8016,0.4526,1.9744,3.5345,6.1058,1.438
5.1565,4.1577,1.508,3.1839,5.1,-2.046
4.3647,0.0781,2.5936,6.1557,4.3191,-1.8273
0.9326,4.8972,0.2614,5.145,5.5925,-1.1736
5.4786,4.9873,4.5376,4.0726,5.7704,-4.2934
4.2291,1.6992,2.1793,0.893,3.1701,1.6981
3.637,0.9651,5.3511,0.5996,4.8242,-0.8189
1.7132,4.4736,2.4409,0.9656,0.4665,2.0486
0.4966,5.3822,1.7245,0.8918,2.8861,1.603
2.8038,5.9089,3.2421,5.9544,5.5644,-0.5132
0.6125,3.5841,4.1266,2.552,0.4008,0.0049
0.078,2.6961,0.6846,1.1341,5.0609,1.3186
3.0851,1.5721,5.943,3.2882,2.8629,0.5377
5.3155,1.57,0.0346,1.4383,1.7636,2.057
3.06,0.3007,1.3665,4.9244,3.5215,0.086
2.2841,4.305,0.6511,0.3629,3.3727,0.5718
6.1879,1.7652,3.8127,3.6786,0.8014,0.9289
3.1046,1.2895,0.6814,0.5961,1.2199,3.0815
5.6324,1.3915,0.5434,3.1042,4.8081,-0.3551
4.6893,3.3195,0.6393,2.8786,1.0945,0.7381
3.9353,2.2295,0.6431,0.4039,6.1869,0.8686
5.6959,0.1491,5.4172,1.7652,5.0429,-1.1411
1.8793,5.6457,3.203,1.5652,1.71,2.1244
3.7064,5.4091,0.1122,1.2374,2.691,-0.1191
0.9984,0.383,1.7881,5.6753,4.9371,0.8333
2.601,5.2653,0.4508,0.3678,1.4186,1.4033
3.5414,1.1826,5.5636,4.3458,5.2135,-1.9747
4.0451,4.5972,4.5475,1.8454,4.3387,-2.5444
5.0486,4.5085,3.6058,1.8784,5.7537,-1.7497
6.1617,3.6152,2.9048,1.4028,2.2123,1.2257
4.6261,0.6106,1.5585,1.0338,6.1978,1.2797
1.0748,2.0915,2.8518,5.2343,0.9732,2.8425
6.2185,3.8572,1.7518,3.797,0.6664,-0.0704
4.8703,2.7196,0.2299,2.0185,6.2009,0.5312
3.9366,4.1974,1.1496,5.3634,5.799,-2.0951
6.0454,1.6775,0.4577,3.6604,5.9792,0.57
3.8066,5.8055,2.7368,1.3254,4.0882,-0.6069
3.4903,0.836,5.3284,3.6626,2.7905,0.3434
5.0188,0.5115,5.5357,5.4355,4.4768,-2.7481
4.3347,2.6847,2.6208,5.9606,1.8843,0.8501
4.3243,5.3393,3.5452,0.1122,4.8338,-2.7105
2.4077,0.5619,4.6638,4.1086,3.1574,-0.7172
0.9809,1.6804,3.6025,2.4359,3.2038,1.8581
5.5288,3.6442,3.3806,0.6667,2.0253,0.1148
0.3619,1.3868,0.6367,5.4351,1.8495,1.8447
0.8889,5.9192,3.0661,2.1431,0.8634,1.6437
4.8276,4.1118,4.0507,0.285,3.5806,-2.9163
0.8085,3.7212,3.83,5.6487,1.9516,-0.1759
6.0008,2.9093,0.897,1.5051,3.2248,1.4849
5.6706,3.8345,3.3341,3.4621,1.2833,-0.8545
0.8771,2.283,3.5142,5.1772,5.0576,-0.6807
5.9451,2.4119,2.6604,3.8036,0.6601,0.844
4.2251,3.8747,0.9503,0.1378,1.5339,-0.4748
0.901,0.7993,1.3287,4.5306,0.8174,2.4829
5.3297,3.7122,3.4809,0.1189,0.7431,-0.7078
4.9113,4.2958,2.3248,1.8298,3.8465,-0.9519
4.7655,4.904,6.1965,2.0072,5.6213,-1.9298
4.5241,4.8078,1.9112,0.9139,2.7862,-0.2274
1.7808,5.8522,0.5355,1.0998,2.0174,3.628
